岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
人工智能/机器学习算法工程师,北京,12-24K·15薪,经验不限,本科,"深度学习算法
人工智能
机器学习
数据挖掘
Hadoop
Spark",中移雄安,移动互联网,1000-9999人,"企业性质：央企
所属机构：中移雄安产业研究院-数智创新部
工作地点：北京，雄安新区
学历要求：大学本科211及以上学历，计算机、通信、电子、软件工程等相关专业。
注：本科211以上学历硬性要求，不满足勿投，感谢理解！
职位描述
1、通过机器学习、数据挖掘等技术，结合业务知识，帮助客户建立数据挖掘模型，解决智慧城市业务问题；
2、负责基础算法库、建模工具和建模框架的开发工作，不断对已有算法、工具和框架进行优化，提升数挖效率；
3、理解客户数据内容、业务场景需求，并选择适合的技术解决方案。
任职要求
专业技能：
1、熟练掌握并理解常规数据挖掘、机器学习相关算法及其原理，有大规模数据挖掘/机器学习研发经验；
2、熟练掌握常用的Hadoop、Spark大数据分析平台，熟悉TensorFlow、Caffe等深度学习框架；
3、熟练Python、JAVA、Scala、C等一种以上语言；
4、具备企业产品创新研究的组织和攻关能力；
5、在机器学习国际会议或者期刊上发表论文、相关国际比赛获奖、及相关专利者优先。
素质：
1、有责任心，工作热情、耐心、踏实、严谨，有团队合作精神；
2、具备有很好的学习和逻辑能力，强烈的探索和求知欲，良好的沟通的能力和撰写报告能力；
3、具备一定的抗压能力，善于应对来自工作上的各种压力。
经验：
至少有2年以上数据挖掘/机器学习算法研发经验，有通信运营商O域/B域大数据、智慧城市大数据、互联网大数据挖掘和机器学习算法研发经验者优先。",更新于：2024-01-26
机器学习/数据挖掘算法工程师【核心】,北京·海淀区·上地,30-50K·14薪,经验不限,本科,"大模型算法
推荐算法
Python
nlp
自然语言处理",作业帮,互联网,10000人以上,"岗位职责：
1. 基于多场景的用户行为，负责拉新变现业务场景的用户挖掘、用户刻画、用户排序、用户流转等算法；
2. 参与并探索变现转化业务场景相关算法，对算法模型进行优化和分析，最终提升效果转化效率
3. 对效果进行归因和分析，并跟踪和探索前沿技术
岗位要求：
1.精通python/c++/shell等常用语言，对数据结构和算法设计有较为深刻的理解;
2.熟悉一种或多种深度学习框架，包括Tensorflow/PyTorch/Caffe等
3.常用数据挖掘/机器学习算法原理并实际运用
4.扎实良好的数学基础,良好的英语阅读能力,具备根据论文独立实现算法的能力
5.计算机及相关专业本科以上学历，1年以上工作经验",更新于：2024-01-26
机器学习,北京,25-50K·14薪,经验不限,本科,"Python
C/C++
机器学习算法/工程化经验
深度学习经验",某大型基金公司,基金,100-499人,"职责描述：
1、在投资经理的指导下，研究并应用前沿的机器学习算法，发掘历史数据规律，建立模型并应用于市场预测；
2、用机器学习模型，研究因子及组合，并最大程度实现因子价值。
任职要求：
1、数学、计算机、或物理学等相关专业，熟悉任一机器学习分支领域（如统计学习，深度学习，强化学习，组合优化或其他相关前沿技术等）；
2、优秀的编程实现能力，能够熟练在Linux系统上使用Python或C++编程语言；
3、对量化行业感兴趣，并有较好的创新意识及学习能力，自我驱动力强。",更新于：2024-01-26
机器学习,北京·朝阳区·三里屯,16-25K,经验不限,本科,"大模型算法
深度学习
图像算法
数据挖掘
模型加速/性能优化
MATLAB
Java
Python
PySpark//PyTorch",永洪科技,互联网,100-499人,"岗位职责：
1. 参与ML需求分析、设计，独立完成后端相关需求功能开发；
2. 技术调研并撰写Feature详细设计文档；
3. 可处理开发过程中的技术问题，提出解决方案；
4. 对系统瓶颈提出系统优化的建议，处理永洪大数据平台ML相关模块优化；
5. 对AI/ML新技术保持关注；
任职要求：
1. 计算机相关专业统招本科及以上，硕士优先；
2. 良好的沟通技能，团队合作能力；
3. 熟悉python/java一种或多种开发语言；
4. 熟悉PySpark/TensorFlow/PyTorch等一种或多种常用工具；
5. 做过数据挖掘、机器学习相关项目或有相关工作经历者优先；",更新于：2024-01-26
机器学习,北京·海淀区·西三旗,25-50K,经验不限,本科,"深度学习
大模型算法
强化学习
自然语言处理算法
数据挖掘
推荐算法
C/C++
Python
大数据处理工具(Spark/Hadoop/Hive)
算法工程化经验",中电金信,计算机软件,10000人以上,"职责描述：
1. 为金融业客户设计实施数据智能相关的AI解决方案，用人工智能技术解决业务问题，提升业务竞争力；
2. 与客户进行沟通，理解需求，并转化为有效的技术解决方案；
3. 跟进AI项目交付，推动交付团队按要求实现技术解决方案；
4. 与团队成员紧密合作，分享知识和实践，提升团队战斗力。
任职要求：
1. 研究生及以上学历，计算机科学、数据科学、人工智能或相关专业；
2. 3年以上AI技术应用工作经验，具有人工智能、机器学习项目经验，能展示成功实施和交付的案例。优先考虑有物流业应用经验者；
3. 深刻理解人工智能、机器学习、深度学习等相关技术，掌握大模型技术原理及应用；
4. 熟悉PyTorch、TensorFlow、Keras等人工智能框架，对云计算平台有一定知识储备和实践经验；
5. 具备优秀的沟通技巧、良好的团队协作能力；
6. 能够在快节奏环境中进行多任务处理，能够应对一定工作压力，适应灵活的工作时间。",更新于：2024-01-26
机器学习训练框架研发工程师,北京,40-70K·13薪,经验不限,本科,"C/C++
机器学习框架
CUDA",某大型知名互联网公司,互联网,10000人以上,"1、负责 机器学习训练框架的研究与开发，服务于全公司各个产品；
2、参与机器学习训练框架底层组件的抽象，设计，优化与落地；
3、与全公司算法部门深度合作，为重点项目进行算法与系统的联合优化。
职位要求
1、熟练掌握Linux环境下的C/C++与Python语言；
2、接触过至少一种机器学习框架（PyTorch / Tensorflow / Jax 或其他自研框架）；
3、有以下至少一项的背景知识与经验：CUDA编程、编译器、高性能网络、分布式存储、超大规模分布式；
4、具有独立解决问题的能力，良好的团队合作精神；
5、有强烈的工作责任心，较好的学习能力、沟通能力和自驱力；
6、有良好的工作文档习惯，及时按要求撰写更新工作流程及技术文档。
加分项：
1、深入研究过至少一种机器学习框架（Tensorflow / PyTorch /Jax 或其他自研框架）的底层架构和机制；
2、熟悉至少一种经典深度学习模型及其应用场景，如ResNet、transformer、wave2vec、CLIP多模态，或者了解强化学习、diffusion model等；
3、有研究生或博士阶段的计算机系统方向（包含分布式系统、并行算法、编程语言与编译器、RDMA网络、存储、高性能计算等）研究背景；
4、有软硬件联合设计，底层性能优化（cutlass，NCCL等）的经验；
5、能使用数学工具分析深度学习训练中的优化收敛、量化压缩等算法；
6、贡献过开源社区代码。",更新于：2024-01-26
机器学习平台开发工程师-base北上深,北京,40-70K·15薪,1-3年,本科,"C/C++
CNN/RNN/LSTM
TensorFlow/PyTorch
计算机相关专业
机器学习算法/工程化经验
机器学习平台
MLE",某知名企业,基金,100-499人,"工作职责：
1、负责MLOps 相关体系建设；
2、配合研发团队设计稳健自动化的机器学习流水线；
任职要求：
1.985本科或以上学历，计算机相关专业背景。
2.1-3年相关开发经验，具有良好的编程习惯和扎实的编程基础。
3.有机器学习模型管理MLops 经验。
4.了解机器学习的基本方法。
5.具有较强的沟通能力，聪明踏实，乐于合作。",更新于：2024-01-26
AI模型评估—前端/后端/机器学习/数据分析,北京·朝阳区·八里庄,15-30K·15薪,1-3年,本科,"大模型算法
深度学习
数据挖掘
Scala
C/C++
SQL
算法工程化经验",北京字节跳动,移动互联网,10000人以上,"职位描述
1、制定AI模型评估在代码方向的评估标准，主导评估体系构建；
2、与技术团队和产品团队对接需求，设计并实施模型评估方案；
3、擅长代码编程，尤其对特定技术领域有体系化的认知。
职位要求
1、本科及以上学历，计算机科学与技术、软件工程、大数据技术、人工智能、智能科学与技术等相关专业优先；
2、有良好的编码风格及优化意识，能够在现有的基础上做出优化；
3、有责任心和较强的团队意识，对互联网及人工智能有较强的兴趣；
4、语言各方向要求（掌握其中一种方向即可）：
前端方向：
掌握GUI交互的设计与开发，熟悉色彩、图形、信息等的构建，具备一定的审美能力；熟悉HTML(5)，CSS(3)、JavaScript、AJAX等web开发技术，掌握前端主流框架至少一种，包括但不限于 Vue、React，熟悉Element-UI、iView、Ant Design、Vuetify等其中的组件库的使用；熟悉游戏前端开发，掌握至少一种游戏开发工具，包括但不限于Unity3D、Cocos Creator；掌握Android或iOS开发平台及框架原理；
后端方向：
掌握Python、Java、Go等其中至少一门后端编程语言；了解常见的后端服务开发框架，如：SpringBoot、Django、Flask等；熟悉主流数据库的操作，如：MySQL、PostgreSQL、Oracle等；掌握常见的CI/CD工具，如Jenkins、Git等；
机器学习方向：
熟练掌握Python编程语言；了解机器学习、深度学习、自然语言处理、计算机视觉、强化学习等领域；熟悉主流机器学习库，如：Scikit-learn、OpenCV、Numpy、Pandas等；熟练掌握至少一种深度学习框架，如PyTorch、TensorFlow、Keras、MXNet等；
数据分析方向：
熟练掌握至少一种编程语言，如Python等；具备大数据处理能力，熟练运用SQL，掌握相关数据分析工具；掌握数据仓库设计和建立的方法，具备优秀的数据分析能力和逻辑思维能力；具备扎实的数据分析能力，能够进行可视化分析，具备较好的业务理解能力。",更新于：2024-01-26
机器学习平台研发专家,北京·海淀区·清河,35-65K·14薪,经验不限,本科,"C/C++
机器学习算法/工程化经验
搜索/推荐
计算机相关专业
深度学习经验",第四范式,计算机软件,500-999人,"岗位职责：
1. 负责第四范式AI平台研发，包括但不限于数据平台，部署平台，训练平台，调度平台，编排平台，在线服务平台等
2. 负责具体客户对接，深入理解需求，设计解决方案
岗位要求：
1. 本科及以上学历，熟悉C++/golang/Java等一种或多种编程语言
2. 熟悉高性能后端开发模式，对性能，可用性有极致追求
3. 有搜索，推荐，广告，机器学习平台背景优先
4. 有从0到1，成功对接大客户系统平台优先",更新于：2024-01-27
机器学习平台专家工程师,北京,60-90K·16薪,经验不限,本科,"C/C++
GPU
AI Platform
Deep Learning",某500强上市公司,互联网,,"Key Words：C++, CUDA, GPU, AI Platform，Tensorflow, Pytorch, Deep Learning, Machine Learning
1. 主导新一代机器学习大规模计算/超算平台，不断满足机器学习研究员对极致算力的追求
2. 搭建，优化和维护基于分布式GPU/CPU计算资源的AI infra，根据公司技术架构提出业界最领先的解决方案和指导建议，不断迭代框架，算子，模型方案等
3. 持续探索机器学习相关的前沿技术，推动新技术落地
4. 为研究员提供机器学习问题的咨询服务",更新于：2024-01-27
机器学习训练引擎工程师,北京·朝阳区·望京,40-70K,经验不限,本科,"大模型算法
模型加速/性能优化
C/C++
Python
算法工程化经验",美团,互联网,10000人以上,"！！！base北京上海均可
1. 参与美团机器学习平台的引擎建设，支撑视觉、NLP、语音等业务场景
2. 负责美团大模型训练框架的稳定性、易用性、可观测性能力建设
3. 负责千卡规模和千亿参数的大规模训练性能优化",更新于：2024-01-24
算法模型工程师（机器学习方向）,北京·丰台区·北京南站,15-20K,1-3年,本科,"Hadoop/Hive/Spark
Python",恒鸿达体育,计算机软件,,"岗位描述:承担机器学习模型的数据探索分析、数据加工、建模、效果评估与上线工作
岗位要求:
1.全日制统招本科及以上学历，计算机相关专业毕业。
2具有2年及以上互联网或金融行业算法模型开发、数据挖掘开发类工作经验。
3.熟练使用sql做数据探查和分析，熟练掌握Python与Spark开发，熟悉常用的机器学习算法 (LR、XGB等)
4.具备良好的沟通协调能力与团队协作意识，做事细心严谨",更新于：2024-01-15
机器学习研发工程师,北京·海淀区·西北旺,20-40K·13薪,经验不限,本科,"Python
TensorFlow/PyTorch
Shell
计算机相关专业
数学/统计相关专业
机器学习算法/工程化经验",白杨时代,大数据,100-499人,"职责
1. 负责业务项目环境对接和智能体研发
2. 负责产品后台研发和智能体可视化研发
要求
1. 计算机相关专业本科以上
2. 熟悉C/C++，Python，Golang，Java，C#中至少二种语言
3. 具备较好的编码能力，熟悉常用的数据结构和算法
4. 熟悉Linux系统，熟悉docker，熟悉k8s等分布式系统
5. 熟悉机器学习/深度学习/强化学习系统，有相关系统开发经验者优先
6. 对业务有兴趣，能适应客户处长期驻场",更新于：2024-01-25
机器学习（钱多\WLB\不加班）,北京,50-80K·16薪,经验不限,本科,"Python
C/C++
机器学习算法/工程化经验
深度学习经验
计算机相关专业",某知名量化公司,基金,20-99人,"机器学习平台工程师
岗位职责:
1. 负责机器学习平台的设计与实现；
2. 参与机器学习平台的性能优化工作；
3. 推进MLOps, 优化从数据到实盘的整体流程。
应聘要求：
1. 毕业于知名院校，本科以上，理工专业, 有扎实的计算机基础；
2. 一年及以上相关工作经验；
3. 掌握Kubernetes架构和使用, 具有相关开发经验优先；
4. 掌握C++, Python并了解常见的算法与数据结构。
加分项：
1. 计算集群设计, 调优, 维护经验；
2. 熟悉高性能分布式存储；
3. 具有PyTorch等开源机器学习平台底层开发经验。",更新于：2024-01-26
机器学习/数据挖掘算法工程师,北京,50-80K·14薪,经验不限,本科,"大模型算法
数据挖掘
Python
Shell
C/C++
机器学习",某500强上市公司,互联网,10000人以上,"岗位职责：
1. 基于多场景的用户行为，负责拉新变现业务场景的用户挖掘、用户刻画、用户排序、用户流转等算法；
2. 参与并探索变现转化业务场景相关算法，对算法模型进行优化和分析，最终提升效果转化效率
3. 对效果进行归因和分析，并跟踪和探索前沿技术
岗位要求：
1.精通python/c++/shell等常用语言，对数据结构和算法设计有较为深刻的理解;
2.熟悉一种或多种深度学习框架，包括Tensorflow/PyTorch/Caffe等
3.常用数据挖掘/机器学习算法原理并实际运用
4.扎实良好的数学基础,良好的英语阅读能力,具备根据论文独立实现算法的能力
5.计算机及相关专业本科以上学历，1年以上工作经验本科以上，211/985学历以上",更新于：2024-01-25
机器学习应用开发-AI与工具链应用 SDK方向,北京·海淀区·西北旺,25-50K·15薪,1-3年,本科,"Python
C/C++
Shell
linx
机器学习
AI框架开发",地平线,互联网,1000-9999人,"机器学习应用开发工程师（AI与工具链应用 SDK方向）
工作职责：
1、让机器学习更好用，负责机器学习相关工具链的优化和封装，向社区开发者提供简单易用的AI应用体验；
2、探索AI的无限可能，将各种算法或开源项目应用于RDK套件，向社区开发者分享好玩、好用的AI应用；
3、根据相关工作完成方案评估、应用文档、开源代码等内容整理，确保社区开发者可以快速应用；
任职要求：
1、本科及以上学历，计算机、电子、数学或相关专业
2、良好的工程实践能力，孰悉Linux、shell、git等相关工程基础，熟练掌握Python，了解C/C++
3、对机器学习有一定了解，有以下至少一种深度学习框架的使用经验: Tensorflow/Pytorch/MXNet/Gluon/Caffe/Caffe2
4、掌握算法量化部署的能力，能够快速在端侧部署算法方案
5、具有较强的学习能力与动手能力，较强的沟通协调能力，较好的团队合作精神
加分项：
参加过RoboMaster/ROBOCON/智能车竞赛等国内机器人比赛优先；
参与或创建过机器学习相关开源项目或社区者优先；",更新于：2024-01-26
算法/AI讲师（深度学习/机器学习方向）,北京·朝阳区·高碑店,15-30K,1-3年,本科,"机器学习
深度学习
自然语言处理算法
图像算法
Python
算法工程化经验
参加算法相关竞赛/获奖
职业技能培训
在线教育",赋范空间,培训/辅导机构,20-99人,"岗位职责：
1. 深入研究机器学习/深度学习/人工智能各大应用领域的前沿/实用技术，围绕顶尖技术研发市场一流的课程与教学内容（课件/代码），涉及领域包括但不限于集成算法、特征工程、计算机视觉、自然语言处理、深度时间序列、生成式模型、推荐系统、强化学习、图神经网络等前沿领域
2. 实践各类机器学习/深度学习算法前沿应用、参与海内外各类机器学习/深度学习前沿竞赛，围绕应用结果与竞赛结果研发市场一流的算法实践课程内容（课件/代码）
3. 完成机器学习/深度学习各类前沿领域的教学、授课工作，包括但不限于录制课程视频、完成课程直播、完成公开课直播、完成体验课等各种形式的授课工作
4. 协助追踪机器学习/深度学习各类前沿领域的行业动态、技术进步，协助制作基于行业前沿信息的通识类课程与教学内容（课件/代码/视频/直播），协助向行业传递技术视野与技术观点
5. 协助完成机器学习/深度学习领域课程的价值宣传工作，包括但不限于录制课程介绍视频、进行课程介绍直播、整理课程卖点、输出课程价值等各种形式的宣传工作
6. 协助完成机器学习/深度学习领域课程的辅导工作，包括协助课程答疑、指导课程项目、协助产出课程习题等各种服务性质工作
任职要求：
1. 拥有本科及以上学历
2. 至少2年以上算法授课经验或算法行业工作经验，对机器学习/深度学习/人工智能技术有一定理解；
3. 具有较强的学习能力与思考能力，能够短时间内掌握全新知识、快速获取对新兴领域的理解和洞察
4. 具有较强的逻辑能力与表达能力，能够将复杂知识抽丝剥茧、化繁为简，或能够传递观点、引导共情
5. 形象好气质佳，同时兼备亲和力与专业能力，能够把握用户注意力、与用户愉快沟通
6. 有意愿和能力不断挑战自我、突破自我、不断提升自己的知识、技能水平和职场成熟度
7. 对教育或技术传播有一定的了解和较强的认可，具备一定的服务意识和团队协作意识
福利待遇：
1. 底薪15K+奖金，试用期3-6个月
2. 90后年轻团队、不定期下午茶、弹性工作
3. 入职后购买六险一金、带薪年假等
4. 提供带薪培训、沉浸式学习最前沿技术、积累个人技术能力",更新于：2024-01-27
机器学习研究员,北京·海淀区·五道口,40-70K·15薪,经验不限,本科,"有国际期刊/会议论文发表
深度学习
机器学习算法/工程化经验
AI工程化
深度学习经验
Python",正定私募,基金,20-99人,"工作内容
1.因子评价,筛选,组合方法的研究；
2.预测模型（深度学习）的开发研究；
3.期货/股票交易策略的研究和实现。
岗位要求
1.海内外Top院校硕博生,深度学习背景；
2.掌握Python，熟悉一个或多个深度学习框架，有深度使用经验；
3.数学/机器学习知识扎实，顶会Paper优先；
4.有量化相关工作经验，AI工程化经验者优先。",更新于：2024-01-26
机器学习平台工程师,北京,40-70K·16薪,经验不限,本科,"云计算
搜索/推荐
C/C++
Python
Java
机器学习算法/工程化经验
有国际期刊/会议论文发表
深度学习经验",某计算机服务公司,计算机服务,20-99人,"职位描述】
机器学习训练平台的开发，旨在为算法工程师提供一个稳定，高效，易用的机器学习平台，帮助算法工程师高效完成模型的训练验证。
1. 设计和开发机器学习系统，包括数据获取、数据标注、模型训练、模型服务等，搭建上层应用及承担部分算法底层组建的工作；
2. 设计和研发机器学习平台的管理系统，如资源调度管理，任务调度管理，算力/存储的能效管理，镜像管理等；
3. 机器学习的自动化、可视化、 AutoML、量化等能力，如tensorflow、pytorch分布式训练可视化等，构建更加便捷和易用的平台能力；
4. 面向算法工程师的接口和工具优化，降低机器学习应用门槛；
5. 协同算法工程师优化模型效果，提高高效能的开发工具，提高算法迭代效率，如模型训练profiling，IO读写profiling等；
6. 负责分布式训练的性能优化，包括但不限于利用RDMA、DPDK等技术，提高集群算力吞吐。
任职资格：
【任职要求】
1. 有扎实的数据结构和算法功底，具备强悍的工程实现能力, 有项目落地的经验；
2. 熟悉至少一门后端服务的语言，Java/C++/Go/python；
3. 熟悉Python， bash shell等脚本语言；
4. 熟悉多线程，服务发现，RPC异步调用等相关概念；
5. 了解 kubeflow、TFX 等 AI 工作流者优先；
6. 了解 kubernetes 使用和开发者优先；
7. 有腾讯云，阿里云，aws上容器服务和对象存储使用经验者优先。",更新于：2024-01-27
机器学习平台开发工程师,北京,50-80K,经验不限,本科,"C/C++
Python",某大型基金公司,基金,100-499人,"岗位职责：
负责高精尖算法研究平台的设计、搭建与优化，持续提高平台的易用性、可用性、扩展性和资源利用率从而带来研究规模和研究效率的整体提升。
岗位要求
1）国内外知名院校的计算机科学本科及以上学历，1年以上工作经验或优秀应届生均可；
2）熟练掌握C/C++、Python、Go等开发语言，掌握常见的算法和数据结构；
3）具备良好的系统设计能力，具备性能、可靠性、可用性、可扩展性等方面的系统思考；
4）掌握Kubernetes的架构和基本使用，具备kubernetes开发能力者优先；
5）熟悉DevOps、MLOps概念及Best Practice，具备相关系统搭建和维护的经验；
6）具备开源机器学习平台、云原生系统、大数据系统、分布式存储、云原生调度系统以及训练框架的底层相关开发经验",更新于：2024-01-27
【算法平台】机器学习平台算法工程师,北京,45-60K·16薪,1-3年,本科,"C/C++
Python",某500强上市公司,电子商务,1000-9999人,"职位描述
我们负责构建面向搜索推荐场景的一站式深度学习平台。你将参与机器学习平台侧的算法研发工作：
负责搜索/推荐算法的研发，包括但不仅限于机器学习、深度学习、强化学习、迁移学习，多模态融合等，实现落地到机器学习平台中，且应用到各个业务。
根据短视频、图片、直播、文本搜索/推荐等场景，搭建通用算法库，结合内容特征平台，提供算法能力和特征数据。
职位要求：
【必须】计算机或电子通信相关专业本科以上，2年以上linux下C++/Python开发经验。
【必须】熟悉并能深入理解常用的机器学习算法、深度学习模型；熟练使用至少一种深度学习框架TensorFlow、PyTorch、Paddle。
【2选1】搜索/推荐/广告系统相关经验，熟悉常用的CTR算法，包括向量召回、图计算、粗排/精排等。
【2选1】CV/NLP等相关经验，熟悉常用的内容理解算法，包括图片、短视频分类，NLP的关键词提取、关系提取、实体识别、自动摘要、文本分类等。
【优先】实践动手能力强，Kaggle，COCO，ImageNet，ActivityNet，ICPC，NOI/IOI等比赛获奖者优先。
【优先】在期刊/会议有论文发表者优先，包括不限于 ICML，NeurIPS，UAI，AISTATIS，CVPR，ICCV，JMLR，IJCV，TPAMI，TIP 等。",更新于：2024-01-26
自然语言/深度学习/机器学习讲师（讲师）,北京,30-45K,3-5年,本科,"机器学习算法/工程化经验
深度学习经验",美码科技,培训/辅导机构,500-999人,"岗位职责：
1、负责深度学习/机器学习/自然语言/计算机视觉等相关课程的教学工作；
2、负责深度学习/机器学习/自然语言/计算机视觉等课程教材的研发、编写，不断打磨课程、优化教案、收集整理相关课程资料等；
3、具备较强的学习能力、良好的沟通和表达能力。
岗位要求：
1、本科及以上学历，计算机、数学、统计相关专业；
2、熟悉传统机器学习和深度学习算法；精通搜索意图理解或语音对话系统的算法策略；有大规模深度模型算法的实践应用经验；
3、具备优秀的逻辑思维能力，善于发现和推理不同事物之间的关系和影响，在复杂业务场景下能够分解和抽象问题，提供优秀、完整、可行的解决方案；
4、熟悉机器学习/数据挖掘/信息检索/深度学习/神经网络的算法原理；
5、熟悉LR/GBDT/DNN等排序算法以及BERT/DSSM等深度模型，有TensorFlow等框架开发经验者优先；
6、熟悉C++、python、scala、Java等编程语言（一项或多项）；
7、熟悉MapReduce、Spark等并行计算框架。",更新于：2024-01-22
机器学习平台工程师,北京,40-50K·16薪,经验不限,本科,"深度学习
强化学习
数据挖掘
风控算法
运筹优化
C/C++
Python
Golang
算法工程化经验
参加算法相关竞赛/获奖
发表算法相关优秀论文",某基金公司,基金,20-99人,"岗位职责：
机器学习算法的应用对我们的成功至关重要。我们时时跟进在模型延迟和吞吐量方向研究与实践的最前沿。
在这个岗位上，你将负责佳期高精尖算法研究平台的设计、搭建与优化，持续提高平台的易用性、可用性、扩展性和资源利用率从而带来研究规模和研究效率的整体提升。
岗位要求：
1）国内外知名院校的计算机科学本科及以上学历，1年以上工作经验或优秀应届生均可；
2）熟练掌握C/C++、Python、Go等开发语言，掌握常见的算法和数据结构；
3）具备良好的系统设计能力，具备性能、可靠性、可用性、可扩展性等方面的系统思考；
4）掌握Kubernetes的架构和基本使用，具备kubernetes开发能力者优先；
5）熟悉DevOps、MLOps概念及Best Practice，具备相关系统搭建和维护的经验；
6）具备开源机器学习平台、云原生系统、大数据系统、分布式存储、云原生调度系统以及训练框架的底层相关开发经验。",更新于：2024-01-27
机器学习/数据挖掘/NLP/视觉算法工程师,北京·海淀区·西北旺,20-40K,1-3年,本科,"搜索/推荐
Python
C/C++",百度,互联网,10000人以上,"【百度-搜索策略部】
欢迎信息检索、自然语言处理、机器学习、深度学习等相关研究领域的有意向者联系。团队主要负责百度视频搜索体验优化，方向不限于：基于大规模深度学习技术优化语义召回、语义匹配、用户行为建模等。
工作职责:
1.负责视频搜索排序模型及策略优化:包括但不限于异构混排、多目标、CTR&时长预估等模型及策略优化工作
2.负责视频质量识别及模型优化:包括但不限于大规模预训练，视频音频多模态联合建模，视频新热优质识别
岗位要求:
1.具有以下一个或多个领域的理论背景和实践经验:机器学习/数据挖掘/深度学习/自然语言处理/图像识别，有大型搜索引擎、广告系统、推荐系统建设经验优先
2.具有出色的编码能力，良好的编程习惯，数据结构和算法基础扎实，至少熟练掌握Java/C++/Python中的一种
3对数据敏感，具有优秀的逻辑思维能力，善于分析问题，解决问题；有良好的沟通能力，跨团队协作能力。",更新于：2024-01-19
人工智能机器学习深度算法电子单片机工程师,北京·海淀区·上地,11000-15000元/月,1-3年,大专,"深度学习
语音算法
推荐算法
图像算法
MATLAB
Python",俏嘴娃电商,计算机软件,0-20人,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2024-12-31
【任职要求】
1、熟悉深度学习、机器学习等算法并能应用设计与开发，人工智能相关专业本科及以上学历。
2、熟悉C++、Python、Linux等编程语言开发。
2.多劳多得，薪酬只多不少；只要你有专业能力
4.做的多，得的多，前期会有专门的人和你沟通。
5.公司长期招C/单片机/物联网/PLC等专业人员。
【 时间自由 】欢迎咨询，长期有效。",更新于：2024-01-27
自然语言处理算法,北京·朝阳区·国贸,15-30K,1-3年,本科,"Java
C/C++
Python
计算机相关专业
自然语言处理项目经验
人机对话相关经验
自然语言识别
NLP
模型训练",微著丰融,互联网,,"职位描述
1、负责文本生成、文本摘要、实体命名等自然语言处理算法的研发和调优；
2、负责算法的优化与工程化实现，并满足实际业务场景中的应用；
3、负责NLP前沿问题的研究，包含开放域对话机器人方向、自然语言生成方向，通过实际应用场景，提供技术解决方案及技术规划；
4、通过对模型技术的研究分析，开展所需数据的分析，以及标注体系(Prompt/RLHF等)和实施方案设计，为模型技术研发和应用落地提供支撑。
岗位要求:
1、本科及以上学历，计算机、软件、信号处理、自动化、应用数学等相关专业，有NLP、深度学习、机器学习相关研发相关工作经历优先；
2、具备NLP领域的词法、句法、语法、文本分析方面基础算法能力，有自然语言处理、大数据、机器学习、深度学习或相关领域的实践经验；
3、具有较强的英文文献阅读及调研能力；
4、熟练使用C++/Java/Python，熟悉 Linux开发环境和shell，熟悉主流深度学习工具Pytorch；
5、具备NLP大模型训练经验者优先，如BERT、 GPT等LLM等相关经验；
6、具备多模态AIGC大模型训练经验者优先；
7、具有良好的沟通能力和团队合作精神，认真负责，较强的逻辑思维能力。",更新于：2024-01-27
